msg,before,after
b'0\r\n',1582885526.2878985,1582885527.3195531
b'1\r\n',1582885527.3195531,1582885528.2987745
b'0\r\n',1582885528.2987745,1582885529.3300593
b'1\r\n',1582885529.3300593,1582885530.2927785
b'0\r\n',1582885530.2927785,1582885531.3285694
b'1\r\n',1582885531.3285694,1582885532.3612294
b'0\r\n',1582885532.3612294,1582885533.3372252
b'1\r\n',1582885533.3372252,1582885534.3643339
b'0\r\n',1582885534.3643339,1582885535.3734431
b'1\r\n',1582885535.3734431,1582885536.361855
b'0\r\n',1582885536.361855,1582885537.3811858
b'1\r\n',1582885537.3811858,1582885538.4113607
b'0\r\n',1582885538.4113607,1582885539.3809166
b'1\r\n',1582885539.3809166,1582885540.4202724
b'0\r\n',1582885540.4202724,1582885541.378051
b'1\r\n',1582885541.378051,1582885542.416701
b'0\r\n',1582885542.416701,1582885543.4345922
b'1\r\n',1582885543.4345922,1582885544.4283373
b'0\r\n',1582885544.4283373,1582885545.4343727
b'1\r\n',1582885545.4343727,1582885546.46845
b'0\r\n',1582885546.46845,1582885547.4370701
b'1\r\n',1582885547.4370701,1582885548.4633605
b'0\r\n',1582885548.4633605,1582885549.5012736
b'1\r\n',1582885549.5012736,1582885550.465337
b'0\r\n',1582885550.465337,1582885551.497371
b'1\r\n',1582885551.497371,1582885552.5213656
b'0\r\n',1582885552.5213656,1582885553.5002623
b'1\r\n',1582885553.5002623,1582885554.53584
b'0\r\n',1582885554.53584,1582885555.5073898
b'1\r\n',1582885555.5073898,1582885556.5259848
b'0\r\n',1582885556.5259848,1582885557.5547323
b'1\r\n',1582885557.5547323,1582885558.5342827
b'0\r\n',1582885558.5342827,1582885559.564267
b'1\r\n',1582885559.564267,1582885560.5869315
b'0\r\n',1582885560.5869315,1582885561.564975
b'1\r\n',1582885561.564975,1582885562.5943701
b'0\r\n',1582885562.5943701,1582885563.5516124
b'1\r\n',1582885563.5516124,1582885564.5964885
b'0\r\n',1582885564.5964885,1582885565.6182294
b'1\r\n',1582885565.6182294,1582885566.5897775
b'0\r\n',1582885566.5897775,1582885567.6197991
b'1\r\n',1582885567.6197991,1582885568.6470838
b'0\r\n',1582885568.6470838,1582885569.6190536
b'1\r\n',1582885569.6190536,1582885570.652565
b'0\r\n',1582885570.652565,1582885571.6195183
b'1\r\n',1582885571.6195183,1582885572.6526752
b'0\r\n',1582885572.6526752,1582885573.722481
b'1\r\n',1582885573.722481,1582885574.6562839
b'0\r\n',1582885574.6562839,1582885575.6720836
b'1\r\n',1582885575.6720836,1582885576.703001
b'0\r\n',1582885576.703001,1582885577.7342906
b'1\r\n',1582885577.7342906,1582885578.7102895
b'0\r\n',1582885578.7102895,1582885579.7372513
b'1\r\n',1582885579.7372513,1582885580.7087746
b'0\r\n',1582885580.7087746,1582885581.7383745
b'1\r\n',1582885581.7383745,1582885582.7543726
b'0\r\n',1582885582.7543726,1582885583.7346597
b'1\r\n',1582885583.7346597,1582885584.7659385
b'0\r\n',1582885584.7659385,1582885585.7772322
b'1\r\n',1582885585.7772322,1582885586.76502
b'0\r\n',1582885586.76502,1582885587.7832496
b'1\r\n',1582885587.7832496,1582885588.7631056
b'0\r\n',1582885588.7631056,1582885589.786273
b'1\r\n',1582885589.786273,1582885590.8262684
b'0\r\n',1582885590.8262684,1582885591.7894533
b'1\r\n',1582885591.7894533,1582885592.8171997
b'0\r\n',1582885592.8171997,1582885593.801563
b'1\r\n',1582885593.801563,1582885594.8224068
b'0\r\n',1582885594.8224068,1582885595.8073628
b'1\r\n',1582885595.8073628,1582885596.829174
b'0\r\n',1582885596.829174,1582885597.802315
b'1\r\n',1582885597.802315,1582885598.8274024
b'0\r\n',1582885598.8274024,1582885599.8523793
b'1\r\n',1582885599.8523793,1582885600.8354678
b'0\r\n',1582885600.8354678,1582885601.863303
b'1\r\n',1582885601.863303,1582885602.8828425
b'0\r\n',1582885602.8828425,1582885603.8521204
b'1\r\n',1582885603.8521204,1582885604.8864567
b'0\r\n',1582885604.8864567,1582885605.8654442
b'1\r\n',1582885605.8654442,1582885606.8843114
b'0\r\n',1582885606.8843114,1582885607.911113
b'1\r\n',1582885607.911113,1582885608.8942678
b'0\r\n',1582885608.8942678,1582885609.9152396
b'1\r\n',1582885609.9152396,1582885610.9438982
b'0\r\n',1582885610.9438982,1582885611.9148877
b'1\r\n',1582885611.9148877,1582885612.93551
b'0\r\n',1582885612.93551,1582885613.9627607
b'1\r\n',1582885613.9627607,1582885614.9404144
b'0\r\n',1582885614.9404144,1582885615.9658568
b'1\r\n',1582885615.9658568,1582885616.9513996
b'0\r\n',1582885616.9513996,1582885617.9654315
b'1\r\n',1582885617.9654315,1582885619.0042605
b'0\r\n',1582885619.0042605,1582885619.9703298
b'1\r\n',1582885619.9703298,1582885620.9944468
b'0\r\n',1582885620.9944468,1582885622.0174923
b'1\r\n',1582885622.0174923,1582885623.0027676
b'0\r\n',1582885623.0027676,1582885624.0215437
b'1\r\n',1582885624.0215437,1582885625.0063865
b'0\r\n',1582885625.0063865,1582885626.030132
b'1\r\n',1582885626.030132,1582885627.057195
b'0\r\n',1582885627.057195,1582885628.0843258
b'1\r\n',1582885628.0843258,1582885629.0528758
b'0\r\n',1582885629.0528758,1582885630.088714
b'1\r\n',1582885630.088714,1582885631.054562
b'0\r\n',1582885631.054562,1582885632.085329
b'1\r\n',1582885632.085329,1582885633.106693
b'0\r\n',1582885633.106693,1582885634.1319618
b'1\r\n',1582885634.1319618,1582885635.1175487
b'0\r\n',1582885635.1175487,1582885636.1244328
b'1\r\n',1582885636.1244328,1582885637.1652894
b'0\r\n',1582885637.1652894,1582885638.1404276
b'1\r\n',1582885638.1404276,1582885639.1672606
b'0\r\n',1582885639.1672606,1582885640.1352582
b'1\r\n',1582885640.1352582,1582885641.1715214
b'0\r\n',1582885641.1715214,1582885642.1944013
b'1\r\n',1582885642.1944013,1582885643.167947
b'0\r\n',1582885643.167947,1582885644.200345
b'1\r\n',1582885644.200345,1582885645.176338
b'0\r\n',1582885645.176338,1582885646.1890738
b'1\r\n',1582885646.1890738,1582885647.2206917
b'0\r\n',1582885647.2206917,1582885648.1980355
b'1\r\n',1582885648.1980355,1582885649.2309344
b'0\r\n',1582885649.2309344,1582885650.2416415
b'1\r\n',1582885650.2416415,1582885651.2281046
b'0\r\n',1582885651.2281046,1582885652.2465317
b'1\r\n',1582885652.2465317,1582885653.286208
b'0\r\n',1582885653.286208,1582885654.296302
b'1\r\n',1582885654.296302,1582885655.270496
b'0\r\n',1582885655.270496,1582885656.3034945
b'1\r\n',1582885656.3034945,1582885657.3296046
b'0\r\n',1582885657.3296046,1582885658.3125722
b'1\r\n',1582885658.3125722,1582885659.3321292
b'0\r\n',1582885659.3321292,1582885660.3569536
b'1\r\n',1582885660.3569536,1582885661.3363647
b'0\r\n',1582885661.3363647,1582885662.3521824
b'1\r\n',1582885662.3521824,1582885663.3382568
b'0\r\n',1582885663.3382568,1582885664.350184
b'1\r\n',1582885664.350184,1582885665.335363
b'0\r\n',1582885665.335363,1582885666.3692455
b'1\r\n',1582885666.3692455,1582885667.3854554
b'0\r\n',1582885667.3854554,1582885668.3687456
b'1\r\n',1582885668.3687456,1582885669.38192
b'0\r\n',1582885669.38192,1582885670.4092834
b'1\r\n',1582885670.4092834,1582885671.3943498
b'0\r\n',1582885671.3943498,1582885672.4157116
b'1\r\n',1582885672.4157116,1582885673.4450111
b'0\r\n',1582885673.4450111,1582885674.4254131
b'1\r\n',1582885674.4254131,1582885675.4437547
b'0\r\n',1582885675.4437547,1582885676.433627
b'1\r\n',1582885676.433627,1582885677.4451053
b'0\r\n',1582885677.4451053,1582885678.4746847
b'1\r\n',1582885678.4746847,1582885679.4599547
b'0\r\n',1582885679.4599547,1582885680.473012
b'1\r\n',1582885680.473012,1582885681.5053666
b'0\r\n',1582885681.5053666,1582885682.4865463
b'1\r\n',1582885682.4865463,1582885683.49823
b'0\r\n',1582885683.49823,1582885684.5271556
b'1\r\n',1582885684.5271556,1582885685.5017138
b'0\r\n',1582885685.5017138,1582885686.5327752
b'1\r\n',1582885686.5327752,1582885687.5608497
b'0\r\n',1582885687.5608497,1582885688.5463006
b'1\r\n',1582885688.5463006,1582885689.5654962
b'0\r\n',1582885689.5654962,1582885690.5361476
b'1\r\n',1582885690.5361476,1582885691.5560682
b'0\r\n',1582885691.5560682,1582885692.5864818
b'1\r\n',1582885692.5864818,1582885693.5634751
b'0\r\n',1582885693.5634751,1582885694.5894494
b'1\r\n',1582885694.5894494,1582885695.5662267
b'0\r\n',1582885695.5662267,1582885696.5966096
b'1\r\n',1582885696.5966096,1582885697.6115344
b'0\r\n',1582885697.6115344,1582885698.64923
b'1\r\n',1582885698.64923,1582885699.6276302
b'0\r\n',1582885699.6276302,1582885700.6549149
b'1\r\n',1582885700.6549149,1582885701.6712441
b'0\r\n',1582885701.6712441,1582885702.6549683
b'1\r\n',1582885702.6549683,1582885703.6833558
b'0\r\n',1582885703.6833558,1582885704.6519582
b'1\r\n',1582885704.6519582,1582885705.6848495
b'0\r\n',1582885705.6848495,1582885706.7093194
b'1\r\n',1582885706.7093194,1582885707.67934
b'0\r\n',1582885707.67934,1582885708.7143605
b'1\r\n',1582885708.7143605,1582885709.7434359
b'0\r\n',1582885709.7434359,1582885710.7193522
b'1\r\n',1582885710.7193522,1582885711.7454033
b'0\r\n',1582885711.7454033,1582885712.7168436
b'1\r\n',1582885712.7168436,1582885713.7354674
b'0\r\n',1582885713.7354674,1582885714.7126033
b'1\r\n',1582885714.7126033,1582885715.7437472
b'0\r\n',1582885715.7437472,1582885716.7641199
b'1\r\n',1582885716.7641199,1582885717.7376454
b'0\r\n',1582885717.7376454,1582885718.7744727
b'1\r\n',1582885718.7744727,1582885719.7375932
b'0\r\n',1582885719.7375932,1582885720.7656507
b'1\r\n',1582885720.7656507,1582885721.7985995
b'0\r\n',1582885721.7985995,1582885722.7714758
b'1\r\n',1582885722.7714758,1582885723.8023245
b'0\r\n',1582885723.8023245,1582885724.821126
b'1\r\n',1582885724.821126,1582885725.8007562
b'0\r\n',1582885725.8007562,1582885726.816856
b'1\r\n',1582885726.816856,1582885727.803375
b'0\r\n',1582885727.803375,1582885728.8313677
b'1\r\n',1582885728.8313677,1582885729.8612254
b'0\r\n',1582885729.8612254,1582885730.8876085
b'1\r\n',1582885730.8876085,1582885731.8683715
b'0\r\n',1582885731.8683715,1582885732.8767805
b'1\r\n',1582885732.8767805,1582885733.8639865
b'0\r\n',1582885733.8639865,1582885734.8860235
b'1\r\n',1582885734.8860235,1582885735.870417
b'0\r\n',1582885735.870417,1582885736.8864179
b'1\r\n',1582885736.8864179,1582885737.8585715
b'0\r\n',1582885737.8585715,1582885738.8877206
b'1\r\n',1582885738.8877206,1582885739.9103963
b'0\r\n',1582885739.9103963,1582885740.8874824
b'1\r\n',1582885740.8874824,1582885741.9257617
b'0\r\n',1582885741.9257617,1582885742.9373987
b'1\r\n',1582885742.9373987,1582885743.9175203
b'0\r\n',1582885743.9175203,1582885744.9446528
b'1\r\n',1582885744.9446528,1582885745.9673123
b'0\r\n',1582885745.9673123,1582885746.9441462
b'1\r\n',1582885746.9441462,1582885747.9758677
b'0\r\n',1582885747.9758677,1582885748.9491277
b'1\r\n',1582885748.9491277,1582885749.976799
b'0\r\n',1582885749.976799,1582885750.9931402
b'1\r\n',1582885750.9931402,1582885751.9722364
b'0\r\n',1582885751.9722364,1582885753.0041785
b'1\r\n',1582885753.0041785,1582885754.0236151
b'0\r\n',1582885754.0236151,1582885755.0031428
b'1\r\n',1582885755.0031428,1582885756.0254977
b'0\r\n',1582885756.0254977,1582885757.0005562
b'1\r\n',1582885757.0005562,1582885758.0342464
b'0\r\n',1582885758.0342464,1582885759.0476308
b'1\r\n',1582885759.0476308,1582885760.0375044
b'0\r\n',1582885760.0375044,1582885761.0644293
b'1\r\n',1582885761.0644293,1582885762.080884
b'0\r\n',1582885762.080884,1582885763.0649555
b'1\r\n',1582885763.0649555,1582885764.0826762
b'0\r\n',1582885764.0826762,1582885765.072254
b'1\r\n',1582885765.072254,1582885766.0876749
b'0\r\n',1582885766.0876749,1582885767.1050634
b'1\r\n',1582885767.1050634,1582885768.141893
b'0\r\n',1582885768.141893,1582885769.117295
b'1\r\n',1582885769.117295,1582885770.1358023
b'0\r\n',1582885770.1358023,1582885771.1701534
b'1\r\n',1582885771.1701534,1582885772.1521833
b'0\r\n',1582885772.1521833,1582885773.1646342
b'1\r\n',1582885773.1646342,1582885774.1968608
b'0\r\n',1582885774.1968608,1582885775.1728768
b'1\r\n',1582885775.1728768,1582885776.1995332
b'0\r\n',1582885776.1995332,1582885777.1687403
b'1\r\n',1582885777.1687403,1582885778.2002287
b'0\r\n',1582885778.2002287,1582885779.1726003
b'1\r\n',1582885779.1726003,1582885780.1943314
b'0\r\n',1582885780.1943314,1582885781.219282
b'1\r\n',1582885781.219282,1582885782.2068598
b'0\r\n',1582885782.2068598,1582885783.2411144
b'1\r\n',1582885783.2411144,1582885784.214446
b'0\r\n',1582885784.214446,1582885785.2404509
b'1\r\n',1582885785.2404509,1582885786.2506888
b'0\r\n',1582885786.2506888,1582885787.2386067
b'1\r\n',1582885787.2386067,1582885788.254605
b'0\r\n',1582885788.254605,1582885789.2484536
b'1\r\n',1582885789.2484536,1582885790.2636776
b'0\r\n',1582885790.2636776,1582885791.2837665
b'1\r\n',1582885791.2837665,1582885792.2712502
b'0\r\n',1582885792.2712502,1582885793.2873468
b'1\r\n',1582885793.2873468,1582885794.2643614
b'0\r\n',1582885794.2643614,1582885795.2910628
b'1\r\n',1582885795.2910628,1582885796.3100638
b'0\r\n',1582885796.3100638,1582885797.284842
b'1\r\n',1582885797.284842,1582885798.3197882
b'0\r\n',1582885798.3197882,1582885799.3024545
b'1\r\n',1582885799.3024545,1582885800.319739
b'0\r\n',1582885800.319739,1582885801.3086529
b'1\r\n',1582885801.3086529,1582885802.3116002
b'0\r\n',1582885802.3116002,1582885803.2950294
b'1\r\n',1582885803.2950294,1582885804.3284705
b'0\r\n',1582885804.3284705,1582885805.3465834
b'1\r\n',1582885805.3465834,1582885806.3312256
b'0\r\n',1582885806.3312256,1582885807.3605497
b'1\r\n',1582885807.3605497,1582885808.3341901
b'0\r\n',1582885808.3341901,1582885809.3554788
b'1\r\n',1582885809.3554788,1582885810.3306437
b'0\r\n',1582885810.3306437,1582885811.3503644
b'1\r\n',1582885811.3503644,1582885812.3759565
b'0\r\n',1582885812.3759565,1582885813.3594913
b'1\r\n',1582885813.3594913,1582885814.3835144
b'0\r\n',1582885814.3835144,1582885815.412712
b'1\r\n',1582885815.412712,1582885816.3931167
b'0\r\n',1582885816.3931167,1582885817.4066532
b'1\r\n',1582885817.4066532,1582885818.436672
b'0\r\n',1582885818.436672,1582885819.420383
b'1\r\n',1582885819.420383,1582885820.4349353
b'0\r\n',1582885820.4349353,1582885821.4623287
b'1\r\n',1582885821.4623287,1582885822.4400897
b'0\r\n',1582885822.4400897,1582885823.4646912
b'1\r\n',1582885823.4646912,1582885824.5014055
b'0\r\n',1582885824.5014055,1582885825.4701073
b'1\r\n',1582885825.4701073,1582885826.495855
b'0\r\n',1582885826.495855,1582885827.5254767
b'1\r\n',1582885827.5254767,1582885828.5555522
b'0\r\n',1582885828.5555522,1582885829.5315638
b'1\r\n',1582885829.5315638,1582885830.5549114
b'0\r\n',1582885830.5549114,1582885831.5354538
b'1\r\n',1582885831.5354538,1582885832.5502915
b'0\r\n',1582885832.5502915,1582885833.5717201
b'1\r\n',1582885833.5717201,1582885834.5532186
b'0\r\n',1582885834.5532186,1582885835.5840878
b'1\r\n',1582885835.5840878,1582885836.601799
b'0\r\n',1582885836.601799,1582885837.629933
b'1\r\n',1582885837.629933,1582885838.61656
b'0\r\n',1582885838.61656,1582885839.6425068
b'1\r\n',1582885839.6425068,1582885840.618901
b'0\r\n',1582885840.618901,1582885841.6478243
b'1\r\n',1582885841.6478243,1582885842.6625981
b'0\r\n',1582885842.6625981,1582885843.6453907
b'1\r\n',1582885843.6453907,1582885844.6704528
b'0\r\n',1582885844.6704528,1582885845.689374
b'1\r\n',1582885845.689374,1582885846.6652248
b'0\r\n',1582885846.6652248,1582885847.7031279
b'1\r\n',1582885847.7031279,1582885848.7293124
b'0\r\n',1582885848.7293124,1582885849.6873815
b'1\r\n',1582885849.6873815,1582885850.7222614
b'0\r\n',1582885850.7222614,1582885851.750254
b'1\r\n',1582885851.750254,1582885852.7170532
b'0\r\n',1582885852.7170532,1582885853.7512681
b'1\r\n',1582885853.7512681,1582885854.7199912
b'0\r\n',1582885854.7199912,1582885855.7514467
b'1\r\n',1582885855.7514467,1582885856.7310686
b'0\r\n',1582885856.7310686,1582885857.756889
b'1\r\n',1582885857.756889,1582885858.7839704
b'0\r\n',1582885858.7839704,1582885859.7636127
b'1\r\n',1582885859.7636127,1582885860.774348
b'0\r\n',1582885860.774348,1582885861.8002245
b'1\r\n',1582885861.8002245,1582885862.7924523
b'0\r\n',1582885862.7924523,1582885863.8007774
b'1\r\n',1582885863.8007774,1582885864.7866094
b'0\r\n',1582885864.7866094,1582885865.816218
b'1\r\n',1582885865.816218,1582885866.8264096
b'0\r\n',1582885866.8264096,1582885867.8104587
b'1\r\n',1582885867.8104587,1582885868.8405516
b'0\r\n',1582885868.8405516,1582885869.8693755
b'1\r\n',1582885869.8693755,1582885870.88886
b'0\r\n',1582885870.88886,1582885871.8661218
b'1\r\n',1582885871.8661218,1582885872.8967545
b'0\r\n',1582885872.8967545,1582885873.8751493
b'1\r\n',1582885873.8751493,1582885874.906521
b'0\r\n',1582885874.906521,1582885875.9315119
b'1\r\n',1582885875.9315119,1582885876.8939931
b'0\r\n',1582885876.8939931,1582885877.920725
b'1\r\n',1582885877.920725,1582885878.9031005
b'0\r\n',1582885878.9031005,1582885879.9376068
b'1\r\n',1582885879.9376068,1582885880.9076214
b'0\r\n',1582885880.9076214,1582885881.923626
b'1\r\n',1582885881.923626,1582885882.9134612
b'0\r\n',1582885882.9134612,1582885883.9259639
b'1\r\n',1582885883.9259639,1582885884.9645991
b'0\r\n',1582885884.9645991,1582885885.9335866
b'1\r\n',1582885885.9335866,1582885886.966219
b'0\r\n',1582885886.966219,1582885887.938703
b'1\r\n',1582885887.938703,1582885888.9705331
b'0\r\n',1582885888.9705331,1582885889.982077
b'1\r\n',1582885889.982077,1582885890.9643822
b'0\r\n',1582885890.9643822,1582885891.9925354
b'1\r\n',1582885891.9925354,1582885893.0215323
b'0\r\n',1582885893.0215323,1582885893.9955385
b'1\r\n',1582885893.9955385,1582885895.0067508
b'0\r\n',1582885895.0067508,1582885896.0363736
b'1\r\n',1582885896.0363736,1582885897.021833
b'0\r\n',1582885897.021833,1582885898.048166
b'1\r\n',1582885898.048166,1582885899.065373
b'0\r\n',1582885899.065373,1582885900.0530894
b'1\r\n',1582885900.0530894,1582885901.07862
b'0\r\n',1582885901.07862,1582885902.0896924
b'1\r\n',1582885902.0896924,1582885903.076626
b'0\r\n',1582885903.076626,1582885904.0927894
b'1\r\n',1582885904.0927894,1582885905.1229959
b'0\r\n',1582885905.1229959,1582885906.0952108
b'1\r\n',1582885906.0952108,1582885907.1280706
b'0\r\n',1582885907.1280706,1582885908.1123183
b'1\r\n',1582885908.1123183,1582885909.1382136
b'0\r\n',1582885909.1382136,1582885910.1135507
b'1\r\n',1582885910.1135507,1582885911.1347604
b'0\r\n',1582885911.1347604,1582885912.148735
b'1\r\n',1582885912.148735,1582885913.1403952
b'0\r\n',1582885913.1403952,1582885914.1524925
b'1\r\n',1582885914.1524925,1582885915.1857183
b'0\r\n',1582885915.1857183,1582885916.1715133
b'1\r\n',1582885916.1715133,1582885917.187254
b'0\r\n',1582885917.187254,1582885918.2120304
b'1\r\n',1582885918.2120304,1582885919.1925986
b'0\r\n',1582885919.1925986,1582885920.2251596
b'1\r\n',1582885920.2251596,1582885921.2399657
b'0\r\n',1582885921.2399657,1582885922.2204623
b'1\r\n',1582885922.2204623,1582885923.236869
b'0\r\n',1582885923.236869,1582885924.267018
b'1\r\n',1582885924.267018,1582885925.249526
b'0\r\n',1582885925.249526,1582885926.2652326
b'1\r\n',1582885926.2652326,1582885927.2878597
b'0\r\n',1582885927.2878597,1582885928.315359
b'1\r\n',1582885928.315359,1582885929.2851512
b'0\r\n',1582885929.2851512,1582885930.317714
b'1\r\n',1582885930.317714,1582885931.299412
b'0\r\n',1582885931.299412,1582885932.3134274
b'1\r\n',1582885932.3134274,1582885933.3486948
b'0\r\n',1582885933.3486948,1582885934.327492
b'1\r\n',1582885934.327492,1582885935.3490193
b'0\r\n',1582885935.3490193,1582885936.3760235
b'1\r\n',1582885936.3760235,1582885937.3432715
b'0\r\n',1582885937.3432715,1582885938.3713655
b'1\r\n',1582885938.3713655,1582885939.4038491
b'0\r\n',1582885939.4038491,1582885940.3812027
b'1\r\n',1582885940.3812027,1582885941.4086463
b'0\r\n',1582885941.4086463,1582885942.4206698
b'1\r\n',1582885942.4206698,1582885943.4052048
b'0\r\n',1582885943.4052048,1582885944.4261177
b'1\r\n',1582885944.4261177,1582885945.4635792
b'0\r\n',1582885945.4635792,1582885946.4319663
b'1\r\n',1582885946.4319663,1582885947.454603
b'0\r\n',1582885947.454603,1582885948.4790564
b'1\r\n',1582885948.4790564,1582885949.457617
